,CoachID,Name,NFL Coach Experience (thru 2023),College/Other Exp (thru 2023),Date of Birth,NFL Playing Exp,"Highest Pos NFL (1=HC, 2=Coord, 3=ST, Pos or Lower)",Highest Pos College / other Pro,# seasons as NFL Coordinator,Off/Def side of ball,1st Season as NFL HC,W,L,%,P_W,P_L,P_%,URL
1847,603869.0,Jeff Uhlenhake,2.0,18.0,1/28/1966 0:00:00,10.0,3.0,OL,0.0,Off,,10.0,22.0,0.312,0.0,0.0,0.0,https://pro-football-history.com/coach/11740/jeff-uhlenhake-bio
1848,649304.0,"Schulters, Lance",5.0,6.0,5/27/1975 0:00:00,10.0,3.0,DB,0.0,Def,,40.0,42.0,0.488,6.0,1.0,0.857,https://pro-football-history.com/coach/2484/lance-schulters-bio
1849,647121.0,"Michaels, Mark",8.0,10.0,8/15/1963 0:00:00,0.0,3.0,DL/LB/ST,0.0,ST,,60.0,68.0,0.469,0.0,3.0,0.0,https://pro-football-history.com/coach/1818/mark-michaels-bio
1850,602661.0,"Ellett, Porter",7.0,2.0,,0.0,3.0,GA,0.0,Off,,84.0,30.0,0.737,15.0,4.0,0.789,https://pro-football-history.com/coach/11211/porter-ellett-bio
1851,583669.0,"Sheldon, Matt",12.0,3.0,2/26/1969 0:00:00,0.0,3.0,GA,0.0,Def,,135.0,188.0,0.418,3.0,3.0,0.5,https://pro-football-history.com/coach/1223/matt-sheldon-bio
1852,947166.0,"Campbell, Virgil",6.0,0.0,1/1/1975 0:00:00,0.0,3.0,,0.0,,,,,,,,,
1853,970784.0,"Aylward, John",2.0,3.0,4/15/1996 0:00:00,0.0,3.0,GA,0.0,OFF,,14.0,18.0,0.438,1.0,1.0,0.5,https://pro-football-history.com/coach/12802/john-aylward-bio
1854,699213.0,Sam Shade,1.0,17.0,6/14/1973 0:00:00,8.0,3.0,HC,0.0,ST,,7.0,8.0,0.469,0.0,0.0,0.0,https://pro-football-history.com/coach/12052/sam-shade-bio
1855,442564.0,"Gee, Mondray",21.0,,5/15/1976 0:00:00,0.0,3.0,Strength Coach,0.0,ST,,169.0,167.0,0.503,11.0,10.0,0.524,https://pro-football-history.com/coach/1782/mondray-gee-bio
1856,690337.0,"Nash, Jr., Harold",19.0,0.0,5/5/1970 0:00:00,0.0,3.0,,0.0,,,,,,,,,
1857,498114.0,"Ward, Dedric",3.0,1.0,9/29/1974 0:00:00,8.0,3.0,AP,0.0,Off,,21.0,27.0,0.438,3.0,1.0,0.75,https://pro-football-history.com/coach/1905/dedric-ward-bio
1858,447162.0,"Sowers, Katie",5.0,3.0,8/7/1986 0:00:00,0.0,3.0,DC,0.0,OFF,,40.0,40.0,0.5,4.0,2.0,0.667,https://pro-football-history.com/coach/11241/katie-sowers-bio
1859,702960.0,"Mularkey, Mike",24.0,0.0,11/19/1961 0:00:00,9.0,1.0,OL,8.0,Off,2004.0,181.0,202.0,0.473,5.0,8.0,0.385,https://pro-football-history.com/coach/285/mike-mularkey-bio
1860,414537.0,"Smith, Robb",1.0,24.0,5/10/1975 0:00:00,0.0,3.0,DC,0.0,Def,,4.0,12.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/2540/robb-smith-bio
1861,701016.0,"Desai, Sean",11.0,7.0,4/21/1983 0:00:00,0.0,2.0,ST,2.0,Def,,81.0,98.0,0.453,0.0,4.0,0.0,https://pro-football-history.com/coach/2271/sean-desai-bio
1862,140150.0,"Surace, Bob",8.0,12.0,4/25/1968 0:00:00,0.0,3.0,HC,0.0,Off,,58.0,69.0,0.457,0.0,2.0,0.0,https://pro-football-history.com/coach/680/bob-surace-bio
1863,299237.0,"Fisher, Brandon",7.0,8.0,7/1/1989 0:00:00,0.0,3.0,LB,0.0,Def,,47.0,64.0,0.424,0.0,1.0,0.0,https://pro-football-history.com/coach/2521/brandon-fisher-bio
1864,809367.0,"Hagedorn, Patrick",7.0,6.0,,0.0,3.0,DO,0.0,ST,,64.0,51.0,0.556,8.0,4.0,0.667,https://pro-football-history.com/coach/11172/patrick-hagedorn-bio
1865,244800.0,"Daly, Brendan",18.0,8.0,9/10/1975 0:00:00,0.0,3.0,DL,0.0,Def,,173.0,116.0,0.598,26.0,6.0,0.812,https://pro-football-history.com/coach/997/brendan-daly-bio
1866,987093.0,"Johnson, Bobby",14.0,15.0,2/28/1973 0:00:00,0.0,3.0,OL,0.0,Off,,114.0,112.0,0.504,5.0,7.0,0.417,https://pro-football-history.com/coach/912/bobby-johnson-bio
1867,124691.0,"Wise, Tony",18.0,16.0,12/28/1951 0:00:00,0.0,3.0,OL,0.0,Off,,135.0,153.0,0.469,5.0,4.0,0.556,https://pro-football-history.com/coach/1208/tony-wise-bio
1868,802157.0,"Lindsay, Everett",2.0,0.0,9/18/1970 0:00:00,10.0,3.0,,0.0,Off,,,,,,,,
1869,586033.0,"McGaughey, Thomas",17.0,6.0,5/8/1973 0:00:00,3.0,3.0,Strength Coach,0.0,ST,,136.0,154.0,0.469,6.0,4.0,0.6,https://pro-football-history.com/coach/1944/thomas-mcgaughey-bio
1870,341414.0,"Stoops, Bob",0.0,37.0,9/9/1960 0:00:00,0.0,3.0,HC,0.0,Def,,,,,,,,
1871,667492.0,"Kanavy, Tom",24.0,4.0,4/8/1970 0:00:00,0.0,3.0,,0.0,,,194.0,188.0,0.508,10.0,11.0,0.476,https://pro-football-history.com/coach/1003/tom-kanavy-bio
1872,755056.0,"Fontes, John",7.0,18.0,6/24/1949 0:00:00,0.0,3.0,HC,0.0,Def,,39.0,41.0,0.487,0.0,2.0,0.0,https://pro-football-history.com/coach/2676/john-fontes-bio
1873,611623.0,"Brown, Thomas",4.0,9.0,5/15/1986 0:00:00,2.0,2.0,OC,1.0,OFF,,29.0,38.0,0.433,5.0,1.0,0.833,https://pro-football-history.com/coach/13550/thomas-brown-bio
1874,166203.0,"Pease, John",19.0,15.0,10/14/1943 0:00:00,0.0,2.0,AH,1.0,Def,,163.0,140.0,0.538,4.0,8.0,0.333,https://pro-football-history.com/coach/11264/john-pease-bio
1875,632163.0,"Lawrence, Don",20.0,24.0,6/4/1937 0:00:00,0.0,3.0,HC,0.0,Def,,127.0,152.0,0.455,10.0,6.0,0.625,https://pro-football-history.com/coach/1863/don-lawrence-bio
1876,663076.0,"Ackerman, Jesse",5.0,15.0,,0.0,3.0,,0.0,,,39.0,41.0,0.487,3.0,2.0,0.6,https://pro-football-history.com/coach/12657/jesse-ackerman-bio
1877,711362.0,"Harman, Wade",26.0,10.0,10/1/1963 0:00:00,0.0,3.0,OC,0.0,Off,,238.0,180.0,0.569,19.0,12.0,0.613,https://pro-football-history.com/coach/849/wade-harman-bio
1878,351192.0,"Kruczek, Mike",3.0,22.0,3/15/1953 0:00:00,0.0,2.0,HC,1.0,Off,,,,,,,,
1879,341586.0,"Bloom, Ben",15.0,4.0,10/17/1982 0:00:00,0.0,3.0,AP,0.0,Def,,127.0,115.0,0.525,3.0,5.0,0.375,https://pro-football-history.com/coach/971/ben-bloom-bio
1880,247670.0,"Rubin, Barry",26.0,11.0,6/25/1957 0:00:00,0.0,3.0,Strength Coach,0.0,ST,,271.0,145.0,0.651,23.0,17.0,0.575,https://pro-football-history.com/coach/964/barry-rubin-bio
1881,439113.0,"Ninkovich, Robert",1.0,5.0,2/1/1984 0:00:00,11.0,3.0,AP,0.0,Def,,,,,,,,
1882,785200.0,"Rosfeld, Doug",5.0,3.0,1/1/1983 0:00:00,0.0,3.0,,0.0,,,37.0,44.0,0.457,5.0,2.0,0.714,https://pro-football-history.com/coach/12723/doug-rosfeld-bio
1883,499013.0,"Simpson, Jess",3.0,7.0,8/21/1970 0:00:00,0.0,3.0,AHC,0.0,,,28.0,36.0,0.438,1.0,1.0,0.5,https://pro-football-history.com/coach/3009/jess-simpson-bio
1884,371495.0,"Ketchum, Michael",0.0,44.0,,0.0,,HC,0.0,Def,,,,,,,,
1885,591731.0,"Bullough, Chuck",7.0,9.0,3/3/1968 0:00:00,2.0,3.0,DC,0.0,Def,,44.0,68.0,0.393,0.0,1.0,0.0,https://pro-football-history.com/coach/862/chuck-bullough-bio
1886,767109.0,"Breiner, Andrew",3.0,15.0,7/9/1984 0:00:00,0.0,3.0,HC,0.0,Off,,22.0,27.0,0.45,1.0,1.0,0.5,https://pro-football-history.com/coach/13541/andrew-breiner-bio
1887,559160.0,"Ganther, Quinton",2.0,10.0,7/15/1984 0:00:00,5.0,3.0,RB,0.0,Off,,3.0,14.0,0.176,0.0,0.0,0.0,https://pro-football-history.com/coach/13753/quinton-ganther-bio
1888,978468.0,"Leavitt, Jim",4.0,28.0,12/5/1956 0:00:00,0.0,3.0,DC,0.0,Def,,44.0,19.0,0.695,5.0,3.0,0.625,https://pro-football-history.com/coach/760/jim-leavitt-bio
1889,777673.0,"Marcus, Evan",17.0,16.0,1/1/1968 0:00:00,0.0,3.0,Strength Coach,0.0,,,117.0,156.0,0.429,2.0,4.0,0.333,https://pro-football-history.com/coach/1267/evan-marcus-bio
1890,194194.0,"Jamison, John",4.0,,,0.0,3.0,,0.0,ST,,36.0,28.0,0.562,4.0,3.0,0.571,https://pro-football-history.com/coach/1806/john-jamison-bio
1891,948242.0,"Whittingham, Alex",5.0,,,,,,,,,74.0,24.0,0.755,15.0,3.0,0.833,https://pro-football-history.com/coach/12141/alex-whittingham-bio
1892,197293.0,"Valai, Jay",1.0,7.0,,0.0,3.0,DC,0.0,DEF,,12.0,4.0,0.75,1.0,1.0,0.5,https://pro-football-history.com/coach/12059/jay-valai-bio
1893,582727.0,"Streight, Martin",17.0,,,0.0,3.0,,0.0,,,122.0,149.0,0.45,3.0,6.0,0.333,https://pro-football-history.com/coach/1221/martin-streight-bio
1894,530871.0,"Javadifar, Maral",8.0,0.0,1/1/1990 0:00:00,0.0,3.0,,0.0,,,48.0,35.0,0.578,6.0,3.0,0.667,https://pro-football-history.com/coach/12876/maral-javadifar-bio
1895,353193.0,"Kazadi, Kaz",1.0,9.0,12/20/1973 0:00:00,1.0,3.0,GA,0.0,,,9.0,7.0,0.562,0.0,1.0,0.0,https://pro-football-history.com/coach/2068/kaz-kazadi-bio
1896,785612.0,"Midget, Anthony",9.0,7.0,2/22/1978 0:00:00,2.0,3.0,DC,0.0,DEF,,82.0,64.0,0.562,2.0,6.0,0.25,https://pro-football-history.com/coach/2188/anthony-midget-bio
1897,299224.0,"Patullo, Kevin",14.0,5.0,7/14/1981 0:00:00,0.0,3.0,GA,0.0,Off,,101.0,126.0,0.445,3.0,5.0,0.375,https://pro-football-history.com/coach/822/kevin-patullo-bio
1898,863935.0,"Coniglio, Joe",1.0,14.0,5/28/1985 0:00:00,0.0,3.0,ST,0.0,Def,,10.0,7.0,0.588,0.0,1.0,0.0,https://pro-football-history.com/coach/14095/joe-coniglio-bio
1899,833596.0,"Steele, Ben",10.0,6.0,5/27/1978 0:00:00,7.0,3.0,TE,0.0,Off,,55.0,108.0,0.337,0.0,0.0,0.0,https://pro-football-history.com/coach/2191/ben-steele-bio
1900,749419.0,"Rallis, Nick",6.0,1.0,7/13/1993 0:00:00,0.0,2.0,GA,2.0,Def,,52.0,46.0,0.53,3.0,3.0,0.5,https://pro-football-history.com/coach/12319/nick-rallis-bio
1901,504276.0,Steve Watterson,34.0,0.0,,0.0,3.0,,0.0,Strength,,276.0,266.0,0.509,9.0,14.0,0.391,https://pro-football-history.com/coach/939/steve-watterson-bio
1902,303687.0,"Saban, Nick",8.0,27.0,10/31/1951 0:00:00,0.0,1.0,HC,4.0,Def,2005.0,65.0,63.0,0.508,2.0,3.0,0.4,https://pro-football-history.com/coach/353/nick-saban-bio
1903,580529.0,Tim McDonald,4.0,1.0,1/6/1965 0:00:00,13.0,3.0,DB,0.0,Def,,27.0,37.0,0.422,0.0,0.0,0.0,https://pro-football-history.com/coach/2233/tim-mcdonald-bio
1904,538329.0,"McKenney, Doug",5.0,30.0,,0.0,3.0,Strength Coach,0.0,ST,,50.0,48.0,0.51,1.0,2.0,0.333,https://pro-football-history.com/coach/12107/doug-mckenney-bio
1905,977052.0,"Brooks, Rich",10.0,23.0,8/10/1941 0:00:00,0.0,1.0,HC,4.0,Def,1995.0,58.0,70.0,0.453,2.0,1.0,0.667,https://pro-football-history.com/coach/41/rich-brooks-bio
1906,785889.0,"Burress, Ben",10.0,3.0,1/1/1990 0:00:00,0.0,3.0,GA,0.0,Def,,18.0,31.0,0.37,1.0,1.0,0.5,https://pro-football-history.com/coach/12036/ben-burress-bio
1907,760432.0,"Akey, Rob",3.0,20.0,7/24/1966 0:00:00,0.0,3.0,DC,0.0,Def,,,,,,,,
1908,772038.0,"Van Pelt, Alex",19.0,0.0,5/1/1970 0:00:00,10.0,2.0,QB,4.0,Off,,149.0,156.0,0.489,6.0,7.0,0.461,https://pro-football-history.com/coach/2125/alex-van-pelt-bio
1909,378040.0,"Schwartz, Deuce",7.0,2.0,1/1/1994 0:00:00,0.0,3.0,WR,0.0,Off,,70.0,44.0,0.614,6.0,4.0,0.6,https://pro-football-history.com/coach/11179/deuce-schwartz-bio
1910,165187.0,"McDaniels, Josh",23.0,1.0,4/22/1976 0:00:00,0.0,1.0,GA,14.0,Off,2009.0,234.0,124.0,0.654,30.0,10.0,0.75,https://pro-football-history.com/coach/257/josh-mcdaniels-bio
1911,760674.0,"Jacobs, Ben",5.0,0.0,4/17/1988 0:00:00,8.0,3.0,,0.0,ST,,31.0,51.0,0.38,0.0,1.0,0.0,https://pro-football-history.com/coach/12750/ben-jacobs-bio
1912,301431.0,"London, Charles",14.0,5.0,8/12/1975 0:00:00,0.0,3.0,RB,0.0,Off,,121.0,122.0,0.498,1.0,5.0,0.167,https://pro-football-history.com/coach/2274/charles-london-bio
1913,221911.0,"Dvoracek, Rob",2.0,5.0,1/1/1994 0:00:00,0.0,3.0,LB,0.0,Def,,12.0,22.0,0.353,0.0,0.0,0.0,https://pro-football-history.com/coach/13858/rob-dvoracek-bio
1914,845118.0,"Ficken, Ryan",17.0,3.0,2/20/1980 0:00:00,0.0,3.0,GA,0.0,Off,,141.0,132.0,0.516,3.0,7.0,0.3,https://pro-football-history.com/coach/999/ryan-ficken-bio
1915,375521.0,"Houghtaling, Jason",3.0,15.0,1/1/1981 0:00:00,0.0,3.0,HC,0.0,Off,,25.0,26.0,0.49,0.0,1.0,0.0,https://pro-football-history.com/coach/13732/jason-houghtaling-bio
1916,589831.0,"Quinn, Dan",21.0,7.0,9/11/1970 0:00:00,0.0,1.0,DC,5.0,Def,2015.0,175.0,153.0,0.533,11.0,9.0,0.55,https://pro-football-history.com/coach/1277/dan-quinn-bio
1917,913337.0,"Mularkey, Patrick",15.0,,,,,,,,,31.0,49.0,0.388,0.0,1.0,0.0,https://pro-football-history.com/coach/914/patrick-mularkey-bio
1918,693229.0,Henry Schneider,8.0,4.0,,0.0,3.0,GA,0.0,Off/Def,,0.0,0.0,0.0,0.0,0.0,0.0,https://pro-football-history.com/coach/14232/henry-schneider-iv-bio
1919,598297.0,"McPherson, Pat",25.0,0.0,4/15/1969 0:00:00,0.0,3.0,,0.0,Off,,254.0,164.0,0.607,15.0,14.0,0.517,https://pro-football-history.com/coach/1814/pat-mcpherson-bio
1920,557327.0,"Carbin, Greg",5.0,7.0,8/31/1983 0:00:00,0.0,3.0,GA,0.0,,,62.0,20.0,0.756,14.0,2.0,0.875,https://pro-football-history.com/coach/12800/greg-carbin-bio
1921,842615.0,"Stewart, George",32.0,6.0,12/29/1958 0:00:00,0.0,3.0,ST/TE,0.0,Off,,261.0,250.0,0.511,8.0,12.0,0.4,https://pro-football-history.com/coach/1009/george-stewart-bio
1922,731193.0,"Smith, Giff",13.0,19.0,10/12/1968 0:00:00,0.0,3.0,DL,0.0,Def,,83.0,128.0,0.393,1.0,2.0,0.333,https://pro-football-history.com/coach/823/giff-smith-bio
1923,628349.0,"Moeller, Gary",9.0,24.0,1/26/1941 0:00:00,0.0,1.0,HC,1.0,Def,2000.0,63.0,81.0,0.438,0.0,2.0,0.0,https://pro-football-history.com/coach/278/gary-moeller-bio
1924,513808.0,"Taylor, Press",11.0,2.0,1/13/1988 0:00:00,0.0,2.0,GA,2.0,Off,,96.0,82.0,0.539,5.0,4.0,0.556,https://pro-football-history.com/coach/2466/press-taylor-bio
1925,511766.0,"Daisher, Ted",6.0,34.0,2/2/1955 0:00:00,0.0,3.0,HC,4.0,ST,,46.0,50.0,0.479,2.0,2.0,0.5,https://pro-football-history.com/coach/2719/ted-daisher-bio
1926,338854.0,"Barboza, Andre",1.0,10.0,1/1/1989 0:00:00,0.0,3.0,WR,0.0,,,7.0,10.0,0.412,0.0,0.0,0.0,https://pro-football-history.com/coach/14016/andre-barbozapenn-bio
1927,705431.0,"Cabrera, Moses",13.0,7.0,8/20/1978 0:00:00,0.0,3.0,Strength Coach,0.0,ST,,140.0,71.0,0.663,16.0,7.0,0.696,https://pro-football-history.com/coach/780/moses-cabrera-bio
1928,502969.0,"Krumrie, Tim",15.0,0.0,5/20/1960 0:00:00,13.0,3.0,,0.0,Def,,80.0,160.0,0.333,0.0,1.0,0.0,https://pro-football-history.com/coach/642/tim-krumrie-bio
1929,781931.0,"Khayat, Bill",6.0,4.0,3/26/1973 0:00:00,0.0,3.0,TE,0.0,Off,,37.0,59.0,0.385,0.0,1.0,0.0,https://pro-football-history.com/coach/1859/bill-khayat-bio
1930,808724.0,"Perkins, Ray",20.0,6.0,11/6/1941 0:00:00,0.0,1.0,HC,6.0,off,1979.0,114.0,174.0,0.396,3.0,4.0,0.429,https://pro-football-history.com/coach/310/ray-perkins-bio
1931,685030.0,"Greene, Kevin",7.0,0.0,7/31/1967 0:00:00,15.0,3.0,,0.0,Def,,64.0,47.0,0.576,5.0,4.0,0.556,https://pro-football-history.com/coach/754/kevin-greene-bio
1932,759355.0,"Meyer, Steve",5.0,7.0,1/1/1988 0:00:00,0.0,3.0,DC,0.0,Def,,53.0,27.0,0.662,3.0,4.0,0.429,https://pro-football-history.com/coach/2727/steve-meyer-bio
1933,750127.0,"Porter, Taylor",7.0,11.0,,0.0,3.0,Strength Coach,0.0,ST,,32.0,48.0,0.4,1.0,1.0,0.5,https://pro-football-history.com/coach/2764/taylor-porter-bio
1934,451684.0,"Franklin, James",1.0,10.0,2/2/1972 0:00:00,0.0,3.0,WR,0.0,Off,,25.0,23.0,0.521,2.0,2.0,0.5,https://pro-football-history.com/coach/1084/james-franklin-bio
1935,667796.0,"Lewis, Bill",9.0,35.0,8/5/1941 0:00:00,0.0,3.0,HC,0.0,Def,,81.0,63.0,0.562,3.0,5.0,0.375,https://pro-football-history.com/coach/1266/bill-lewis-bio
1936,585770.0,"Kambui, Mateo",3.0,2.0,,0.0,3.0,RB,0.0,Off,,19.0,32.0,0.372,0.0,0.0,0.0,https://pro-football-history.com/coach/13937/mateo-kambui-bio
1937,930146.0,"Cribb, Sammy",7.0,5.0,,0.0,3.0,,0.0,,,,,,,,,
1938,806406.0,Natalia Dorantes,2.0,0.0,,0.0,3.0,,0.0,Off/Def,,15.0,18.0,0.456,0.0,0.0,0.0,https://pro-football-history.com/coach/13877/natalia-dorantes-bio
1939,925474.0,"Everest, Al",16.0,4.0,8/22/1950 0:00:00,0.0,3.0,HC,0.0,ST,,123.0,133.0,0.48,4.0,4.0,0.5,https://pro-football-history.com/coach/877/al-everest-bio
1940,794887.0,"Mattura, Chris",3.0,1.0,2/2/1960 0:00:00,0.0,3.0,OC,0.0,Def,,,,,,,,
1941,815624.0,Mike Neu,5.0,22.0,12/29/1970 0:00:00,0.0,3.0,HC,0.0,Off,,14.0,18.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/2413/mike-neu-bio
1942,893491.0,Nick Eason,7.0,3.0,5/29/1980 0:00:00,10.0,3.0,DL,0.0,Def,,33.0,78.0,0.299,1.0,1.0,0.5,https://pro-football-history.com/coach/2317/nick-eason-bio
1943,164809.0,"Howard, Todd",5.0,10.0,2/18/1965 0:00:00,2.0,3.0,DC,0.0,Def,,43.0,37.0,0.537,3.0,1.0,0.75,https://pro-football-history.com/coach/3030/todd-howard-bio
1944,364125.0,Mike Borich,2.0,0.0,,0.0,3.0,,0.0,Off,,11.0,21.0,0.344,0.0,0.0,0.0,https://pro-football-history.com/coach/11732/mike-borich-bio
1945,432097.0,"Graf, Rob",7.0,10.0,1/25/1967 0:00:00,0.0,3.0,TE,0.0,ST,,17.0,15.0,0.531,0.0,1.0,0.0,https://pro-football-history.com/coach/2605/rob-graf-bio
1946,211341.0,"Spurrier, Steve",2.0,35.0,4/20/1945 0:00:00,10.0,1.0,HC,0.0,,2002.0,12.0,20.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/391/steve-spurrier-bio
1947,450564.0,"Barnett, Juney",16.0,8.0,1/11/1979 0:00:00,0.0,3.0,Strength Coach,0.0,,,130.0,126.0,0.508,6.0,5.0,0.545,https://pro-football-history.com/coach/1225/juney-barnett-bio
1948,450498.0,"Jackson, Bobby",21.0,12.0,2/16/1940 0:00:00,0.0,2.0,DC,2.0,Off,,137.0,196.0,0.412,3.0,3.0,0.5,https://pro-football-history.com/coach/1261/bobby-jackson-bio
1949,999782.0,"Barry, Joe",22.0,8.0,7/5/1970 0:00:00,0.0,2.0,LB,7.0,Def,,179.0,175.0,0.506,8.0,9.0,0.471,https://pro-football-history.com/coach/746/joe-barry-bio
1950,669094.0,"Chow, Norm",3.0,32.0,5/3/1946 0:00:00,0.0,2.0,OC,3.0,Off,,22.0,26.0,0.458,0.0,1.0,0.0,https://pro-football-history.com/coach/2717/norm-chow-bio
1951,586409.0,"Osborn, Ryan",1.0,15.0,,0.0,3.0,DC,0.0,Def,,10.0,7.0,0.588,0.0,1.0,0.0,https://pro-football-history.com/coach/13876/ryan-osborn-bio
1952,982837.0,"Tomsho, Matt",3.0,6.0,,0.0,3.0,LB,0.0,Off,,28.0,22.0,0.559,0.0,2.0,0.0,https://pro-football-history.com/coach/13699/matt-tomsho-bio
1953,226734.0,"Ferentz, Brian",4.0,12.0,3/28/1983 0:00:00,2.0,3.0,OC,0.0,Off,,48.0,16.0,0.75,2.0,3.0,0.4,https://pro-football-history.com/coach/1641/brian-ferentz-bio
1954,742016.0,"Tolhurst, Art",2.0,7.0,1/8/1976 0:00:00,0.0,3.0,,0.0,,,1.0,31.0,0.031,0.0,0.0,0.0,https://pro-football-history.com/coach/2773/art-tolhurst-bio
1955,988780.0,"Goldson, Dashon",1.0,2.0,9/18/1984 0:00:00,10.0,3.0,DB,0.0,Def,,,,,,,,
1956,557836.0,"Gribble, Tim",25.0,4.0,,0.0,3.0,ST,0.0,ST,,7.0,9.0,0.438,0.0,0.0,0.0,https://pro-football-history.com/coach/12481/tim-gribble-bio
1957,366180.0,"Headlee, Tom",9.0,0.0,11/6/1976 0:00:00,0.0,3.0,,0.0,,,28.0,36.0,0.438,2.0,2.0,0.5,https://pro-football-history.com/coach/1786/tom-headlee-bio
1958,730044.0,"Brown, Tyler",3.0,7.0,,0.0,3.0,GA,0.0,ST,,34.0,17.0,0.667,2.0,3.0,0.4,https://pro-football-history.com/coach/13742/tyler-brown-bio
1959,504159.0,"Spurrier, Steve",2.0,23.0,4/20/1945 0:00:00,0.0,1.0,HC,0.0,Off,2002.0,12.0,20.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/391/steve-spurrier-bio
1960,953748.0,"Campanile, Anthony",4.0,14.0,8/18/1982 0:00:00,0.0,3.0,DC,0.0,Def,,39.0,28.0,0.582,0.0,2.0,0.0,https://pro-football-history.com/coach/13602/anthony-campanile-bio
1961,185798.0,Brett Nenaber,11.0,0.0,,0.0,3.0,,0.0,Strength,,89.0,88.0,0.503,3.0,5.0,0.375,https://pro-football-history.com/coach/13968/brett-nenaber-bio
1962,910480.0,"O'Hara, Chris",10.0,5.0,11/15/1990 0:00:00,0.0,3.0,GA,0.0,,,61.0,102.0,0.374,4.0,1.0,0.8,https://pro-football-history.com/coach/2208/chris-ohara-bio
1963,639592.0,"Chudzinski, Rob",14.0,10.0,5/12/1968 0:00:00,0.0,1.0,OC,6.0,Off,2013.0,111.0,113.0,0.495,2.0,3.0,0.4,https://pro-football-history.com/coach/1166/rob-chudzinski-bio
1964,209383.0,"Ricci, Paul",18.0,2.0,11/15/1969 0:00:00,0.0,3.0,,0.0,,,139.0,148.0,0.484,6.0,4.0,0.6,https://pro-football-history.com/coach/699/paul-ricci-bio
1965,148663.0,"Williams, Keith",3.0,19.0,6/18/1971 0:00:00,0.0,3.0,OC,0.0,Off,,31.0,20.0,0.608,1.0,2.0,0.333,https://pro-football-history.com/coach/13686/keith-williams-bio
1966,336231.0,"Grizzard, Josh",7.0,5.0,6/11/1990 0:00:00,0.0,3.0,GA,0.0,Off,,57.0,58.0,0.496,0.0,2.0,0.0,https://pro-football-history.com/coach/11226/josh-grizzard-bio
1967,487636.0,"Read, Bruce",7.0,17.0,1/21/1962 0:00:00,0.0,3.0,ST,0.0,ST,,50.0,62.0,0.446,0.0,2.0,0.0,https://pro-football-history.com/coach/1989/bruce-read-bio
1968,491588.0,"Hingst, Josh",11.0,5.0,,0.0,3.0,ST,0.0,ST,,103.0,90.0,0.533,4.0,5.0,0.444,https://pro-football-history.com/coach/911/josh-hingst-bio
1969,825274.0,"Cooley, Jonathan",4.0,9.0,5/18/1989 0:00:00,0.0,3.0,DB,0.0,Def,,29.0,38.0,0.433,5.0,1.0,0.833,https://pro-football-history.com/coach/13606/jonathan-cooley-bio
1970,239282.0,"Archer, Mike",7.0,22.0,7/26/1953 0:00:00,0.0,3.0,HC,0.0,Def,,66.0,45.0,0.594,4.0,4.0,0.5,https://pro-football-history.com/coach/2733/mike-archer-bio
1971,128010.0,"Ghobrial, Michael",3.0,12.0,1/1/1988 0:00:00,0.0,3.0,ST,0.0,ST,,27.0,40.0,0.403,0.0,0.0,0.0,https://pro-football-history.com/coach/13687/michael-ghobrial-bio
1972,714888.0,"Blount, Carter",1.0,13.0,1/1/1988 0:00:00,0.0,3.0,ST,0.0,ST,,4.0,13.0,0.235,0.0,0.0,0.0,https://pro-football-history.com/coach/13748/carter-blount-bio
1973,201461.0,"Johnson, Marquis",4.0,15.0,5/18/1988 0:00:00,0.0,3.0,Strength Coach,0.0,ST,,31.0,35.0,0.47,0.0,1.0,0.0,https://pro-football-history.com/coach/11173/marquis-johnson-bio
1974,463467.0,"Gilbert, O'Neill",4.0,8.0,3/29/1965 0:00:00,0.0,3.0,LB,0.0,Def,,42.0,22.0,0.656,4.0,2.0,0.667,https://pro-football-history.com/coach/2893/oneill-gilbert-bio
1975,206572.0,"Coates, Ben",2.0,4.0,8/16/1969 0:00:00,10.0,3.0,OC,0.0,Off,,16.0,32.0,0.333,0.0,0.0,0.0,https://pro-football-history.com/coach/11738/ben-coates-bio
1976,263967.0,"Brown, Mack",5.0,4.0,8/15/1987 0:00:00,0.0,3.0,OC,0.0,Off,,27.0,56.0,0.325,0.0,0.0,0.0,https://pro-football-history.com/coach/13465/mack-brown-bio
1977,481209.0,"Orr, Zach",7.0,0.0,6/9/1992 0:00:00,3.0,3.0,,0.0,,,70.0,45.0,0.609,2.0,5.0,0.286,https://pro-football-history.com/coach/12451/zach-orr-bio
1978,463606.0,"Golden, Al",6.0,24.0,7/4/1969 0:00:00,1.0,3.0,HC,0.0,DEF,,41.0,54.0,0.433,3.0,2.0,0.6,https://pro-football-history.com/coach/2768/al-golden-bio
1979,563675.0,"Byrd, Charles",15.0,2.0,1/1/1986 0:00:00,2.0,3.0,,0.0,,,158.0,101.0,0.61,8.0,7.0,0.533,https://pro-football-history.com/coach/2408/charles-byrd-bio
1980,758467.0,"Rouse, Terrell",1.0,4.0,,0.0,3.0,DC,0.0,DEF,,,,,,,,
